A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,6,Anomaly
33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,Anomaly
192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,6,192,192,Anomaly
243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,174,175,191,122,Anomaly
268,45,45,5,197,192,3,3,6,91,5,265,221,265,221,240,221,240,221,221,Anomaly
221,265,221,221,221,140,3,221,221,265,240,265,265,221,265,240,221,240,265,221,Anomaly
221,265,221,265,221,221,221,265,265,221,265,265,265,221,265,221,265,265,240,265,Anomaly
221,265,240,265,221,221,265,265,265,221,240,265,221,221,265,221,265,240,221,265,Anomaly
221,221,265,221,221,240,221,265,221,221,221,221,221,221,265,3,221,3,140,265,Anomaly
240,240,265,240,221,221,240,221,221,221,221,265,265,265,265,265,265,240,240,33,Anomaly
78,240,240,240,240,265,39,78,196,38,265,240,4,78,265,265,4,78,3,4,Anomaly
265,4,265,4,219,219,240,265,240,195,265,4,265,265,4,3,240,4,240,265,Anomaly
240,3,78,19,78,240,78,78,3,240,3,3,78,265,240,265,4,265,4,3,Anomaly
240,5,265,3,5,265,3,265,4,3,240,240,240,5,265,4,4,5,6,240,Anomaly
4,240,5,3,240,240,3,3,240,240,3,240,240,240,19,19,78,265,78,240,Anomaly
240,240,3,5,78,240,3,240,38,19,240,4,265,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,175,174,174,174,57,175,54,175,6,3,6,174,Anomaly
122,268,45,45,5,197,192,3,3,6,91,5,197,192,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,192,Anomaly
192,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,Anomaly
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,168,265,168,168,168,Anomaly
265,168,168,168,168,168,168,265,168,168,265,168,168,168,265,265,168,168,265,168,Anomaly
168,168,168,265,265,168,168,168,168,265,265,168,168,265,102,265,168,265,265,168,Anomaly
168,265,265,168,168,168,168,168,102,168,265,168,168,168,168,102,168,265,168,168,Anomaly
168,168,168,168,168,168,265,168,265,168,168,168,168,168,168,168,265,168,168,102,Anomaly
168,265,168,168,168,265,168,168,265,102,168,168,168,265,168,168,168,168,168,168,Anomaly
265,168,265,168,168,168,168,265,265,168,265,168,265,265,168,168,265,168,168,168,Anomaly
265,168,168,265,265,102,168,265,168,168,168,168,168,168,168,265,102,265,168,168,Anomaly
265,168,168,168,168,168,168,265,168,168,168,168,168,168,168,168,168,168,265,168,Anomaly
168,168,168,168,265,168,168,265,265,265,265,168,168,168,168,168,168,168,168,168,Anomaly
168,168,168,168,168,168,265,168,168,168,168,168,265,168,168,168,102,168,168,265,Anomaly
168,168,168,168,168,168,102,168,168,168,168,168,168,168,102,168,265,168,168,168,Anomaly
168,265,168,102,168,168,168,168,168,168,168,168,168,168,175,174,174,174,57,175,Anomaly
54,175,6,3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,Anomaly
33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,Anomaly
192,192,6,33,5,3,197,192,192,6,33,5,3,197,192,192,192,6,33,5,Anomaly
3,197,192,192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,Anomaly
240,240,174,174,175,191,122,268,45,45,5,197,192,3,3,6,91,5,197,192,Anomaly
192,6,54,54,54,54,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,174,174,174,174,174,174,5,221,220,196,220,265,265,265,168,265,Anomaly
168,168,168,168,168,168,168,168,265,168,168,265,168,265,265,265,265,168,265,168,Anomaly
168,265,265,168,265,265,168,168,102,168,265,168,265,168,265,102,265,102,168,168,Anomaly
265,168,265,168,168,168,265,168,168,168,265,168,265,168,168,168,168,168,168,168,Anomaly
265,102,265,265,168,265,168,168,265,168,168,168,168,265,168,265,168,265,265,168,Anomaly
168,168,168,168,168,168,168,168,168,265,168,168,168,265,168,265,168,168,168,168,Anomaly
168,168,265,168,168,168,168,168,168,265,168,265,265,168,168,168,168,168,168,265,Anomaly
265,265,168,168,168,168,168,168,265,168,168,168,168,168,168,168,168,168,168,265,Anomaly
168,168,265,102,168,168,168,168,168,168,265,265,168,265,168,168,168,265,168,168,Anomaly
265,168,168,168,102,168,168,168,265,168,168,168,168,168,168,168,168,168,265,168,Anomaly
168,168,168,168,168,168,168,168,168,168,168,168,265,168,168,168,168,265,168,168,Anomaly
168,168,168,168,168,168,168,168,168,168,265,168,168,162,162,162,162,114,162,162,Anomaly
114,162,162,162,162,162,162,162,162,162,162,162,162,162,114,162,162,162,162,114,Anomaly
162,162,162,162,114,114,162,162,162,162,114,162,114,162,162,162,162,114,162,114,Anomaly
162,162,162,162,162,162,162,162,162,162,114,114,162,162,162,162,162,162,162,162,Anomaly
162,162,162,162,162,162,162,162,3,3,5,5,5,5,6,197,3,197,3,3,Anomaly
6,6,91,5,5,3,3,5,5,6,5,3,91,3,5,197,5,5,5,5,Anomaly
5,5,6,3,5,3,192,5,3,5,192,5,91,5,5,5,5,5,5,197,Anomaly
3,3,91,91,91,5,91,5,5,91,5,5,91,91,91,91,3,3,197,5,Anomaly
5,5,192,5,5,3,3,5,6,3,3,3,3,6,91,91,5,91,5,192,Anomaly
3,6,5,5,91,3,5,3,5,6,192,5,5,3,5,6,5,6,6,5,Anomaly
5,3,141,3,3,5,6,3,5,141,5,5,6,5,6,192,6,5,6,3,Anomaly
5,5,5,3,3,91,5,5,5,3,3,175,174,174,174,57,175,54,175,6,Anomaly
3,6,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,11,45,33,192,33,5,197,192,6,33,5,3,197,192,192,6,33,5,3,Anomaly
197,192,192,6,33,5,3,197,192,192,192,6,33,5,3,197,192,192,192,6,Anomaly
192,6,192,192,243,125,125,125,125,125,125,125,125,125,91,258,311,240,240,174,Anomaly
174,175,191,122,268,45,45,5,197,192,3,3,6,91,5,197,192,192,6,54,Anomaly
54,54,54,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Anomaly
174,174,174,174,174,174,174,5,221,220,196,220,6,197,192,4,174,174,174,174,Anomaly
174,174,174,5,3,91,3,141,91,192,192,91,5,5,5,192,162,6,3,3,Anomaly
3,197,3,5,91,3,91,3,5,3,5,5,3,78,162,3,192,5,3,91,Anomaly
192,5,91,3,5,3,3,162,3,197,6,5,5,6,5,6,3,5,192,6,Anomaly
5,5,5,5,3,3,3,6,6,6,5,3,5,192,3,5,5,3,5,91,Anomaly
3,5,5,3,91,91,91,3,192,197,91,3,5,5,6,5,5,3,6,197,Anomaly
3,91,5,5,3,3,5,5,5,5,6,5,5,6,5,5,3,5,91,3,Anomaly
6,6,91,5,91,3,3,5,3,91,91,91,5,6,3,192,3,6,141,197,Anomaly
5,3,5,3,3,6,91,197,91,5,192,91,5,5,5,91,6,6,3,197,Anomaly
5,265,168,265,168,265,168,168,168,168,168,168,265,168,168,168,168,168,265,102,Anomaly
168,265,168,168,265,168,168,168,168,265,265,168,168,168,168,265,168,168,265,168,Anomaly
168,168,168,168,265,168,168,168,168,168,168,265,265,168,265,168,168,168,168,265,Anomaly
168,265,168,168,265,168,168,265,168,168,168,168,168,265,168,168,168,265,265,168,Anomaly
265,168,168,168,168,168,265,265,168,168,168,168,265,168,102,168,168,168,168,168,Anomaly
102,265,168,168,168,168,168,168,168,168,168,168,168,168,168,168,102,265,265,168,Anomaly
168,102,168,102,265,168,265,168,168,168,168,168,265,265,168,265,265,265,168,265,Anomaly
168,168,168,168,102,265,168,265,265,265,265,168,168,168,168,265,168,168,102,265,Anomaly
265,168,168,265,265,168,168,168,168,168,168,265,168,168,265,265,168,168,168,168,Anomaly
102,168,265,168,265,265,168,168,168,168,168,265,168,168,168,102,168,265,168,265,Anomaly
168,168,265,168,168,265,168,168,168,168,168,168,168,168,168,168,168,168,168,168,Anomaly
